    32    0.10757E+04    0.26666E-01    0.29020E-03    0.18664E+01
    33    0.10927E+04    0.29578E-01    0.30858E-03    0.18742E+01
    34    0.11098E+04    0.32692E-01    0.32754E-03    0.18713E+01
    35    0.11275E+04    0.36029E-01    0.34707E-03    0.18531E+01
    36    0.11449E+04    0.39603E-01    0.36719E-03    0.18310E+01
    37    0.11627E+04    0.43419E-01    0.38788E-03    0.17981E+01
    38    0.11808E+04    0.47458E-01    0.40916E-03    0.17536E+01
    39    0.11993E+04    0.51741E-01    0.43101E-03    0.16983E+01
    40    0.12179E+04    0.56298E-01    0.45344E-03    0.16323E+01
    41    0.12366E+04    0.61151E-01    0.47645E-03    0.15563E+01
    42    0.12554E+04    0.66293E-01    0.50005E-03    0.14733E+01
    43    0.12744E+04    0.71706E-01    0.52422E-03    0.13854E+01
    44    0.12934E+04    0.77371E-01    0.54898E-03    0.12890E+01
    45    0.13128E+04    0.83269E-01    0.57431E-03    0.11794E+01
    46    0.13324E+04    0.89410E-01    0.60022E-03    0.10547E+01
    47    0.13522E+04    0.95802E-01    0.62672E-03    0.91353E+00
    48    0.13721E+04    0.10247E+00    0.65379E-03    0.75684E+00
    49    0.13922E+04    0.10944E+00    0.68145E-03    0.58633E+00
    50    0.14125E+04    0.11673E+00    0.70968E-03    0.40406E+00
    51    0.14331E+04    0.12431E+00    0.73849E-03    0.21168E+00
    52    0.14539E+04    0.13219E+00    0.76788E-03    0.91505E-02
    53    0.14749E+04    0.14035E+00    0.79785E-03   -0.20407E+00
    54    0.14960E+04    0.14880E+00    0.82840E-03   -0.42868E+00
    55    0.15171E+04    0.15751E+00    0.85952E-03   -0.66568E+00
    56    0.15385E+04    0.16651E+00    0.89122E-03   -0.91704E+00
    57    0.15603E+04    0.17578E+00    0.92350E-03   -0.11843E+01
    58    0.15823E+04    0.18534E+00    0.95635E-03   -0.14667E+01
    59    0.16045E+04    0.19518E+00    0.98978E-03   -0.17628E+01
    60    0.16269E+04    0.20531E+00    0.10238E-02   -0.20718E+01
    61    0.16495E+04    0.21572E+00    0.10584E-02   -0.23935E+01
    62    0.16723E+04    0.22641E+00    0.10935E-02   -0.27278E+01
    63    0.16952E+04    0.23736E+00    0.11293E-02   -0.30751E+01
    64    0.17184E+04    0.24858E+00    0.11656E-02   -0.34359E+01
    65    0.17418E+04    0.26006E+00    0.12025E-02   -0.38104E+01
    66    0.17655E+04    0.27179E+00    0.12399E-02   -0.41986E+01
    67    0.17894E+04    0.28376E+00    0.12779E-02   -0.45997E+01
    68    0.18136E+04    0.29597E+00    0.13166E-02   -0.50127E+01
    69    0.18379E+04    0.30839E+00    0.13557E-02   -0.54367E+01
    70    0.18624E+04    0.32104E+00    0.13955E-02   -0.58709E+01
    71    0.18870E+04    0.33389E+00    0.14358E-02   -0.63152E+01
    72    0.19119E+04    0.34697E+00    0.14767E-02   -0.67705E+01
    73    0.19371E+04    0.36026E+00    0.15182E-02   -0.72378E+01
    74    0.19626E+04    0.37375E+00    0.15603E-02   -0.77171E+01
    75    0.19886E+04    0.38744E+00    0.16030E-02   -0.82091E+01
    76    0.20148E+04    0.40129E+00    0.16462E-02   -0.87130E+01
    77    0.20413E+04    0.41530E+00    0.16900E-02   -0.92268E+01
    78    0.20679E+04    0.42946E+00    0.17344E-02   -0.97523E+01
    79    0.20947E+04    0.44376E+00    0.17794E-02   -0.10287E+02
    80    0.21217E+04    0.45819E+00    0.18249E-02   -0.10832E+02
    81    0.21490E+04    0.47273E+00    0.18711E-02   -0.11386E+02
    82    0.21766E+04    0.48739E+00    0.19178E-02   -0.11949E+02
    83    0.22044E+04    0.50215E+00    0.19651E-02   -0.12521E+02
    84    0.22325E+04    0.51699E+00    0.20130E-02   -0.13101E+02
    85    0.22607E+04    0.53190E+00    0.20615E-02   -0.13688E+02
    86    0.22893E+04    0.54688E+00    0.21107E-02   -0.14282E+02
    87    0.23180E+04    0.56190E+00    0.21604E-02   -0.14882E+02
    88    0.23469E+04    0.57696E+00    0.22107E-02   -0.15488E+02
    89    0.23760E+04    0.59205E+00    0.22616E-02   -0.16100E+02
    90    0.24054E+04    0.60714E+00    0.23131E-02   -0.16716E+02
    91    0.24349E+04    0.62223E+00    0.23652E-02   -0.17337E+02
    92    0.24647E+04    0.63730E+00    0.24179E-02   -0.17963E+02
    93    0.24946E+04    0.65234E+00    0.24713E-02   -0.18594E+02
    94    0.25248E+04    0.66733E+00    0.25253E-02   -0.19229E+02
    95    0.25552E+04    0.68226E+00    0.25799E-02   -0.19867E+02
    96    0.25857E+04    0.69711E+00    0.26351E-02   -0.20510E+02
    97    0.26166E+04    0.71188E+00    0.26909E-02   -0.21155E+02
    98    0.26476E+04    0.72655E+00    0.27474E-02   -0.21802E+02
    99    0.26789E+04    0.74109E+00    0.28046E-02   -0.22452E+02
   100    0.27104E+04    0.75551E+00    0.28623E-02   -0.23102E+02
   101    0.27421E+04    0.76982E+00    0.29207E-02   -0.23754E+02
   102    0.27740E+04    0.78390E+00    0.29798E-02   -0.24405E+02
   103    0.28062E+04    0.79784E+00    0.30395E-02   -0.25056E+02
   104    0.28385E+04    0.81156E+00    0.30999E-02   -0.25706E+02
   105    0.28710E+04    0.82514E+00    0.31610E-02   -0.26355E+02
   106    0.29037E+04    0.83849E+00    0.32227E-02   -0.27002E+02
   107    0.29365E+04    0.85155E+00    0.32851E-02   -0.27646E+02
   108    0.29696E+04    0.86447E+00    0.33481E-02   -0.28287E+02
   109    0.30028E+04    0.87709E+00    0.34119E-02   -0.28923E+02
   110    0.30362E+04    0.88941E+00    0.34764E-02   -0.29556E+02
   111    0.30697E+04    0.90152E+00    0.35415E-02   -0.30183E+02
   112    0.31033E+04    0.91326E+00    0.36074E-02   -0.30806E+02
   113    0.31372E+04    0.92477E+00    0.36739E-02   -0.31422E+02
   114    0.31711E+04    0.93592E+00    0.37412E-02   -0.32033E+02
   115    0.32052E+04    0.94677E+00    0.38092E-02   -0.32635E+02
   116    0.32393E+04    0.95726E+00    0.38779E-02   -0.33231E+02
   117    0.32736E+04    0.96737E+00    0.39474E-02   -0.33818E+02
   118    0.33080E+04    0.97718E+00    0.40176E-02   -0.34398E+02
   119    0.33424E+04    0.98662E+00    0.40885E-02   -0.34967E+02
   120    0.33770E+04    0.99562E+00    0.41602E-02   -0.35527E+02
   121    0.34115E+04    0.10043E+01    0.42326E-02   -0.36077E+02
   122    0.34462E+04    0.10126E+01    0.43058E-02   -0.36616E+02
   123    0.34809E+04    0.10204E+01    0.43798E-02   -0.37144E+02
   124    0.35157E+04    0.10278E+01    0.44546E-02   -0.37660E+02
   125    0.35505E+04    0.10348E+01    0.45301E-02   -0.38162E+02
   126    0.35854E+04    0.10414E+01    0.46064E-02   -0.38653E+02
   127    0.36202E+04    0.10475E+01    0.46836E-02   -0.39130E+02
   128    0.36551E+04    0.10532E+01    0.47615E-02   -0.39593E+02
   129    0.36899E+04    0.10584E+01    0.48402E-02   -0.40041E+02
   130    0.37248E+04    0.10631E+01    0.49197E-02   -0.40474E+02
   131    0.37596E+04    0.10674E+01    0.50001E-02   -0.40891E+02
   132    0.37945E+04    0.10712E+01    0.50813E-02   -0.41292E+02
   133    0.38292E+04    0.10746E+01    0.51633E-02   -0.41678E+02
   134    0.38640E+04    0.10775E+01    0.52461E-02   -0.42045E+02
   135    0.38988E+04    0.10799E+01    0.53298E-02   -0.42395E+02
   136    0.39334E+04    0.10818E+01    0.54144E-02   -0.42727E+02
   137    0.39679E+04    0.10832E+01    0.54998E-02   -0.43040E+02
   138    0.40024E+04    0.10842E+01    0.55860E-02   -0.43335E+02
   139    0.40367E+04    0.10847E+01    0.56732E-02   -0.43609E+02
   140    0.40710E+04    0.10847E+01    0.57612E-02   -0.43864E+02
   141    0.41052E+04    0.10842E+01    0.58501E-02   -0.44098E+02
   142    0.41392E+04    0.10833E+01    0.59398E-02   -0.44312E+02
   143    0.41731E+04    0.10819E+01    0.60305E-02   -0.44504E+02
   144    0.42069E+04    0.10801E+01    0.61220E-02   -0.44675E+02
   145    0.42404E+04    0.10778E+01    0.62145E-02   -0.44823E+02
   146    0.42739E+04    0.10750E+01    0.63078E-02   -0.44949E+02
   147    0.43071E+04    0.10718E+01    0.64021E-02   -0.45052E+02
   148    0.43401E+04    0.10681E+01    0.64972E-02   -0.45132E+02
   149    0.43729E+04    0.10640E+01    0.65933E-02   -0.45189E+02
   150    0.44056E+04    0.10595E+01    0.66903E-02   -0.45222E+02
   151    0.44380E+04    0.10546E+01    0.67882E-02   -0.45230E+02
   152    0.44701E+04    0.10492E+01    0.68871E-02   -0.45215E+02
   153    0.45021E+04    0.10435E+01    0.69869E-02   -0.45175E+02
   154    0.45339E+04    0.10374E+01    0.70876E-02   -0.45110E+02
   155    0.45654E+04    0.10309E+01    0.71892E-02   -0.45020E+02
   156    0.45967E+04    0.10240E+01    0.72918E-02   -0.44905E+02
   157    0.46278E+04    0.10169E+01    0.73954E-02   -0.44765E+02
   158    0.46587E+04    0.10093E+01    0.74998E-02   -0.44599E+02
   159    0.46894E+04    0.10015E+01    0.76053E-02   -0.44408E+02
   160    0.47199E+04    0.99323E+00    0.77116E-02   -0.44191E+02
   161    0.47500E+04    0.98477E+00    0.78190E-02   -0.43948E+02
   162    0.47800E+04    0.97602E+00    0.79273E-02   -0.43680E+02
   163    0.48097E+04    0.96704E+00    0.80365E-02   -0.43384E+02
   164    0.48390E+04    0.95777E+00    0.81467E-02   -0.43062E+02
   165    0.48681E+04    0.94834E+00    0.82578E-02   -0.42713E+02
   166    0.48969E+04    0.93868E+00    0.83699E-02   -0.42337E+02
   167    0.49254E+04    0.92880E+00    0.84830E-02   -0.41936E+02
   168    0.49535E+04    0.91884E+00    0.85970E-02   -0.41506E+02
   169    0.49813E+04    0.90866E+00    0.87119E-02   -0.41049E+02
   170    0.50087E+04    0.89848E+00    0.88278E-02   -0.40566E+02
   171    0.50358E+04    0.88814E+00    0.89447E-02   -0.40055E+02
   172    0.50625E+04    0.87773E+00    0.90625E-02   -0.39516E+02
   173    0.50887E+04    0.86724E+00    0.91812E-02   -0.38950E+02
   174    0.51146E+04    0.85682E+00    0.93009E-02   -0.38357E+02
   175    0.51402E+04    0.84640E+00    0.94215E-02   -0.37737E+02
   176    0.51651E+04    0.83597E+00    0.95431E-02   -0.37089E+02
   177    0.51897E+04    0.82562E+00    0.96656E-02   -0.36413E+02
   178    0.52139E+04    0.81541E+00    0.97890E-02   -0.35710E+02
   179    0.52375E+04    0.80528E+00    0.99134E-02   -0.34980E+02
   180    0.52608E+04    0.79530E+00    0.10039E-01   -0.34223E+02
   181    0.52835E+04    0.78553E+00    0.10165E-01   -0.33439E+02
   182    0.53058E+04    0.77599E+00    0.10292E-01   -0.32627E+02
   183    0.53275E+04    0.76662E+00    0.10420E-01   -0.31789E+02
   184    0.53488E+04    0.75758E+00    0.10549E-01   -0.30924E+02
   185    0.53697E+04    0.74883E+00    0.10679E-01   -0.30033E+02
   186    0.53899E+04    0.74043E+00    0.10809E-01   -0.29116E+02
   187    0.54097E+04    0.73238E+00    0.10941E-01   -0.28172E+02
   188    0.54290E+04    0.72475E+00    0.11074E-01   -0.27203E+02
   189    0.54478E+04    0.71755E+00    0.11207E-01   -0.26208E+02
   190    0.54661E+04    0.71082E+00    0.11341E-01   -0.25188E+02
   191    0.54838E+04    0.70459E+00    0.11476E-01   -0.24143E+02
   192    0.55010E+04    0.69890E+00    0.11612E-01   -0.23073E+02
   193    0.55176E+04    0.69378E+00    0.11749E-01   -0.21979E+02
   194    0.55338E+04    0.68927E+00    0.11886E-01   -0.20860E+02
   195    0.55494E+04    0.68540E+00    0.12025E-01   -0.19718E+02
   196    0.55645E+04    0.68221E+00    0.12164E-01   -0.18551E+02
   197    0.55790E+04    0.67972E+00    0.12304E-01   -0.17363E+02
   198    0.55931E+04    0.67799E+00    0.12444E-01   -0.16151E+02
   199    0.56066E+04    0.67705E+00    0.12586E-01   -0.14917E+02
   200    0.56195E+04    0.67692E+00    0.12728E-01   -0.13661E+02
   201    0.56319E+04    0.67764E+00    0.12871E-01   -0.12383E+02
   202    0.56436E+04    0.67927E+00    0.13015E-01   -0.11084E+02
   203    0.56548E+04    0.68182E+00    0.13159E-01   -0.97635E+01
   204    0.56654E+04    0.68534E+00    0.13305E-01   -0.84235E+01
   205    0.56754E+04    0.68986E+00    0.13451E-01   -0.70634E+01
   206    0.56848E+04    0.69543E+00    0.13597E-01   -0.56836E+01
   207    0.56936E+04    0.70207E+00    0.13744E-01   -0.42847E+01
   208    0.57017E+04    0.70983E+00    0.13892E-01   -0.28672E+01
   209    0.57092E+04    0.71873E+00    0.14041E-01   -0.14316E+01
   210    0.57161E+04    0.72882E+00    0.14190E-01    0.21482E-01
   211    0.57224E+04    0.74013E+00    0.14340E-01    0.14915E+01
   212    0.57280E+04    0.75271E+00    0.14490E-01    0.29779E+01
   213    0.57331E+04    0.76658E+00    0.14641E-01    0.44801E+01
   214    0.57375E+04    0.78175E+00    0.14793E-01    0.59977E+01
   215    0.57413E+04    0.79837E+00    0.14945E-01    0.75295E+01
   216    0.57445E+04    0.81633E+00    0.15098E-01    0.90760E+01
   217    0.57471E+04    0.83570E+00    0.15251E-01    0.10636E+02
   218    0.57490E+04    0.85657E+00    0.15404E-01    0.12208E+02
   219    0.57503E+04    0.87893E+00    0.15559E-01    0.13794E+02
   220    0.57510E+04    0.90286E+00    0.15713E-01    0.15390E+02
   221    0.57511E+04    0.92836E+00    0.15868E-01    0.16998E+02
   222    0.57504E+04    0.95542E+00    0.16024E-01    0.18616E+02
   223    0.57492E+04    0.98420E+00    0.16180E-01    0.20244E+02
   224    0.57473E+04    0.10145E+01    0.16336E-01    0.21881E+02
   225    0.57447E+04    0.10467E+01    0.16493E-01    0.23526E+02
   226    0.57416E+04    0.10805E+01    0.16650E-01    0.25179E+02
   227    0.57377E+04    0.11161E+01    0.16807E-01    0.26840E+02
   228    0.57333E+04    0.11535E+01    0.16965E-01    0.28506E+02
   229    0.57283E+04    0.11927E+01    0.17123E-01    0.30178E+02
   230    0.57226E+04    0.12337E+01    0.17282E-01    0.31856E+02
   231    0.57162E+04    0.12766E+01    0.17440E-01    0.33537E+02
   232    0.57093E+04    0.13214E+01    0.17599E-01    0.35223E+02
   233    0.57018E+04    0.13682E+01    0.17758E-01    0.36911E+02
   234    0.56935E+04    0.14169E+01    0.17918E-01    0.38601E+02
   235    0.56848E+04    0.14676E+01    0.18077E-01    0.40293E+02
   236    0.56753E+04    0.15203E+01    0.18237E-01    0.41985E+02
   237    0.56654E+04    0.15750E+01    0.18397E-01    0.43678E+02
   238    0.56548E+04    0.16318E+01    0.18557E-01    0.45369E+02
   239    0.56435E+04    0.16906E+01    0.18717E-01    0.47060E+02
   240    0.56317E+04    0.17515E+01    0.18877E-01    0.48748E+02
   241    0.56193E+04    0.18145E+01    0.19038E-01    0.50434E+02
   242    0.56063E+04    0.18797E+01    0.19198E-01    0.52115E+02
   243    0.55928E+04    0.19470E+01    0.19358E-01    0.53792E+02
   244    0.55786E+04    0.20164E+01    0.19519E-01    0.55464E+02
   245    0.55639E+04    0.20881E+01    0.19679E-01    0.57130E+02
   246    0.55486E+04    0.21619E+01    0.19840E-01    0.58789E+02
   247    0.55327E+04    0.22379E+01    0.20000E-01    0.60442E+02
   248    0.55163E+04    0.23162E+01    0.20160E-01    0.62086E+02
   249    0.54994E+04    0.23966E+01    0.20321E-01    0.63721E+02
   250    0.54819E+04    0.24794E+01    0.20481E-01    0.65347E+02
   251    0.54639E+04    0.25644E+01    0.20641E-01    0.66963E+02
   252    0.54453E+04    0.26516E+01    0.20801E-01    0.68568E+02
   253    0.54263E+04    0.27410E+01    0.20961E-01    0.70160E+02
   254    0.54066E+04    0.28329E+01    0.21120E-01    0.71740E+02
   255    0.53865E+04    0.29268E+01    0.21280E-01    0.73307E+02
   256    0.53658E+04    0.30232E+01    0.21439E-01    0.74862E+02
   257    0.53447E+04    0.31217E+01    0.21598E-01    0.76398E+02
   258    0.53230E+04    0.32226E+01    0.21757E-01    0.77919E+02
   259    0.53009E+04    0.33256E+01    0.21915E-01    0.79425E+02
   260    0.52783E+04    0.34310E+01    0.22073E-01    0.80916E+02
   261    0.52552E+04    0.35386E+01    0.22231E-01    0.82385E+02
   262    0.52317E+04    0.36486E+01    0.22389E-01    0.83839E+02
   263    0.52078E+04    0.37608E+01    0.22546E-01    0.85278E+02
   264    0.51835E+04    0.38752E+01    0.22703E-01    0.86694E+02
   265    0.51587E+04    0.39919E+01    0.22860E-01    0.88088E+02
   266    0.51335E+04    0.41108E+01    0.23016E-01    0.89467E+02
   267    0.51079E+04    0.42319E+01    0.23172E-01    0.90816E+02
   268    0.50819E+04    0.43553E+01    0.23327E-01    0.92150E+02
   269    0.50555E+04    0.44809E+01    0.23482E-01    0.93462E+02
   270    0.50287E+04    0.46086E+01    0.23636E-01    0.94751E+02
   271    0.50015E+04    0.47384E+01    0.23791E-01    0.96010E+02
   272    0.49741E+04    0.48705E+01    0.23944E-01    0.97247E+02
   273    0.49462E+04    0.50046E+01    0.24097E-01    0.98462E+02
   274    0.49180E+04    0.51410E+01    0.24250E-01    0.99647E+02
   275    0.48894E+04    0.52793E+01    0.24402E-01    0.10081E+03
   276    0.48605E+04    0.54197E+01    0.24553E-01    0.10194E+03
   277    0.48313E+04    0.55622E+01    0.24704E-01    0.10305E+03
   278    0.48018E+04    0.57067E+01    0.24855E-01    0.10412E+03
   279    0.47720E+04    0.58532E+01    0.25005E-01    0.10517E+03
   280    0.47419E+04    0.60016E+01    0.25154E-01    0.10620E+03
   281    0.47115E+04    0.61520E+01    0.25303E-01    0.10719E+03
   282    0.46808E+04    0.63043E+01    0.25451E-01    0.10815E+03
   283    0.46500E+04    0.64584E+01    0.25598E-01    0.10908E+03
   284    0.46189E+04    0.66143E+01    0.25745E-01    0.10998E+03
   285    0.45875E+04    0.67721E+01    0.25892E-01    0.11086E+03
   286    0.45558E+04    0.69316E+01    0.26037E-01    0.11169E+03
   287    0.45240E+04    0.70929E+01    0.26182E-01    0.11249E+03
   288    0.44920E+04    0.72559E+01    0.26327E-01    0.11327E+03
   289    0.44598E+04    0.74205E+01    0.26470E-01    0.11401E+03
   290    0.44274E+04    0.75866E+01    0.26613E-01    0.11472E+03
   291    0.43948E+04    0.77549E+01    0.26756E-01    0.11539E+03
   292    0.43621E+04    0.79239E+01    0.26897E-01    0.11603E+03
   293    0.43292E+04    0.80944E+01    0.27038E-01    0.11663E+03
   294    0.42961E+04    0.82671E+01    0.27178E-01    0.11720E+03
   295    0.42630E+04    0.84406E+01    0.27318E-01    0.11773E+03
   296    0.42297E+04    0.86155E+01    0.27457E-01    0.11823E+03
   297    0.41963E+04    0.87912E+01    0.27595E-01    0.11869E+03
   298    0.41627E+04    0.89691E+01    0.27732E-01    0.11912E+03
   299    0.41291E+04    0.91477E+01    0.27869E-01    0.11950E+03
   300    0.40954E+04    0.93271E+01    0.28005E-01    0.11985E+03
   301    0.40615E+04    0.95079E+01    0.28140E-01    0.12017E+03
   302    0.40277E+04    0.96895E+01    0.28274E-01    0.12044E+03
   303    0.39938E+04    0.98725E+01    0.28408E-01    0.12069E+03
   304    0.39598E+04    0.10056E+02    0.28541E-01    0.12089E+03
   305    0.39259E+04    0.10241E+02    0.28673E-01    0.12105E+03
   306    0.38919E+04    0.10426E+02    0.28805E-01    0.12118E+03
   307    0.38578E+04    0.10612E+02    0.28936E-01    0.12127E+03
   308    0.38238E+04    0.10799E+02    0.29066E-01    0.12132E+03
   309    0.37899E+04    0.10987E+02    0.29195E-01    0.12134E+03
   310    0.37558E+04    0.11174E+02    0.29323E-01    0.12131E+03
   311    0.37219E+04    0.11363E+02    0.29451E-01    0.12125E+03
   312    0.36880E+04    0.11552E+02    0.29578E-01    0.12115E+03
   313    0.36542E+04    0.11741E+02    0.29705E-01    0.12101E+03
   314    0.36204E+04    0.11931E+02    0.29831E-01    0.12084E+03
   315    0.35866E+04    0.12120E+02    0.29956E-01    0.12062E+03
   316    0.35530E+04    0.12311E+02    0.30080E-01    0.12036E+03
   317    0.35194E+04    0.12500E+02    0.30203E-01    0.12007E+03
   318    0.34860E+04    0.12690E+02    0.30326E-01    0.11974E+03
   319    0.34526E+04    0.12881E+02    0.30448E-01    0.11937E+03
   320    0.34194E+04    0.13071E+02    0.30570E-01    0.11897E+03
   321    0.33863E+04    0.13260E+02    0.30691E-01    0.11852E+03
   322    0.33533E+04    0.13449E+02    0.30811E-01    0.11804E+03
   323    0.33205E+04    0.13639E+02    0.30930E-01    0.11753E+03
   324    0.32879E+04    0.13828E+02    0.31049E-01    0.11697E+03
   325    0.32554E+04    0.14016E+02    0.31167E-01    0.11638E+03
   326    0.32231E+04    0.14204E+02    0.31285E-01    0.11574E+03
   327    0.31910E+04    0.14391E+02    0.31402E-01    0.11507E+03
   328    0.31591E+04    0.14578E+02    0.31518E-01    0.11437E+03
   329    0.31273E+04    0.14764E+02    0.31634E-01    0.11363E+03
   330    0.30958E+04    0.14949E+02    0.31749E-01    0.11285E+03
   331    0.30645E+04    0.15133E+02    0.31863E-01    0.11203E+03
   332    0.30334E+04    0.15316E+02    0.31977E-01    0.11119E+03
   333    0.30026E+04    0.15498E+02    0.32091E-01    0.11031E+03
   334    0.29720E+04    0.15679E+02    0.32203E-01    0.10939E+03
   335    0.29417E+04    0.15859E+02    0.32316E-01    0.10843E+03
   336    0.29116E+04    0.16037E+02    0.32427E-01    0.10744E+03
   337    0.28818E+04    0.16215E+02    0.32539E-01    0.10642E+03
   338    0.28522E+04    0.16391E+02    0.32650E-01    0.10537E+03
   339    0.28230E+04    0.16565E+02    0.32760E-01    0.10428E+03
   340    0.27940E+04    0.16738E+02    0.32870E-01    0.10316E+03
   341    0.27654E+04    0.16909E+02    0.32979E-01    0.10201E+03
   342    0.27370E+04    0.17079E+02    0.33088E-01    0.10082E+03
   343    0.27090E+04    0.17247E+02    0.33197E-01    0.99609E+02
   344    0.26813E+04    0.17413E+02    0.33305E-01    0.98359E+02
   345    0.26538E+04    0.17577E+02    0.33413E-01    0.97079E+02
   346    0.26268E+04    0.17740E+02    0.33520E-01    0.95776E+02
   347    0.26000E+04    0.17899E+02    0.33627E-01    0.94437E+02
   348    0.25735E+04    0.18057E+02    0.33734E-01    0.93068E+02
   349    0.25475E+04    0.18213E+02    0.33840E-01    0.91669E+02
   350    0.25217E+04    0.18366E+02    0.33946E-01    0.90248E+02
   351    0.24964E+04    0.18518E+02    0.34052E-01    0.88797E+02
   352    0.24714E+04    0.18666E+02    0.34158E-01    0.87317E+02
   353    0.24468E+04    0.18812E+02    0.34263E-01    0.85814E+02
   354    0.24225E+04    0.18957E+02    0.34368E-01    0.84282E+02
   355    0.23986E+04    0.19098E+02    0.34473E-01    0.82727E+02
   356    0.23752E+04    0.19237E+02    0.34578E-01    0.81151E+02
   357    0.23521E+04    0.19374E+02    0.34683E-01    0.79552E+02
   358    0.23294E+04    0.19507E+02    0.34787E-01    0.77931E+02
   359    0.23071E+04    0.19638E+02    0.34891E-01    0.76280E+02
   360    0.22852E+04    0.19765E+02    0.34996E-01    0.74615E+02
   361    0.22638E+04    0.19891E+02    0.35100E-01    0.72925E+02
   362    0.22427E+04    0.20013E+02    0.35204E-01    0.71215E+02
   363    0.22220E+04    0.20132E+02    0.35308E-01    0.69485E+02
   364    0.22018E+04    0.20248E+02    0.35412E-01    0.67736E+02
   365    0.21819E+04    0.20360E+02    0.35516E-01    0.65969E+02
   366    0.21625E+04    0.20470E+02    0.35620E-01    0.64185E+02
   367    0.21436E+04    0.20576E+02    0.35724E-01    0.62384E+02
   368    0.21250E+04    0.20679E+02    0.35828E-01    0.60567E+02
   369    0.21069E+04    0.20779E+02    0.35933E-01    0.58735E+02
   370    0.20892E+04    0.20875E+02    0.36037E-01    0.56889E+02
   371    0.20720E+04    0.20968E+02    0.36141E-01    0.55028E+02
   372    0.20551E+04    0.21058E+02    0.36246E-01    0.53155E+02
   373    0.20387E+04    0.21144E+02    0.36351E-01    0.51270E+02
   374    0.20228E+04    0.21226E+02    0.36456E-01    0.49373E+02
   375    0.20073E+04    0.21305E+02    0.36561E-01    0.47467E+02
   376    0.19922E+04    0.21380E+02    0.36666E-01    0.45550E+02
   377    0.19776E+04    0.21452E+02    0.36772E-01    0.43624E+02
   378    0.19634E+04    0.21520E+02    0.36878E-01    0.41689E+02
   379    0.19497E+04    0.21584E+02    0.36984E-01    0.39748E+02
   380    0.19364E+04    0.21644E+02    0.37091E-01    0.37798E+02
   381    0.19236E+04    0.21701E+02    0.37198E-01    0.35843E+02
   382    0.19112E+04    0.21753E+02    0.37305E-01    0.33884E+02
   383    0.18992E+04    0.21802E+02    0.37413E-01    0.31918E+02
   384    0.18877E+04    0.21847E+02    0.37521E-01    0.29950E+02
   385    0.18767E+04    0.21888E+02    0.37629E-01    0.27979E+02
   386    0.18660E+04    0.21925E+02    0.37738E-01    0.26006E+02
   387    0.18559E+04    0.21958E+02    0.37847E-01    0.24031E+02
   388    0.18461E+04    0.21987E+02    0.37957E-01    0.22056E+02
   389    0.18368E+04    0.22012E+02    0.38067E-01    0.20082E+02
   390    0.18280E+04    0.22034E+02    0.38178E-01    0.18109E+02
   391    0.18196E+04    0.22051E+02    0.38289E-01    0.16138E+02
   392    0.18116E+04    0.22065E+02    0.38401E-01    0.14170E+02
   393    0.18040E+04    0.22074E+02    0.38514E-01    0.12206E+02
   394    0.17969E+04    0.22079E+02    0.38627E-01    0.10246E+02
   395    0.17902E+04    0.22081E+02    0.38740E-01    0.82909E+01
   396    0.17840E+04    0.22079E+02    0.38854E-01    0.63423E+01
