1590 1.188696e-03 7.139003e-05
1690 1.011485e-03 5.100800e-05
1790 7.257540e-04 4.193149e-05
1890 4.922855e-04 3.247650e-05
1990 4.400983e-04 2.740522e-05
2090 3.437127e-04 2.216182e-05
2240 2.187838e-04 1.225411e-05
2440 1.517509e-04 9.155295e-06
2640 8.978382e-05 7.086585e-06
2840 6.929644e-05 6.084904e-06
3140 4.730690e-05 3.364667e-06
3540 3.889531e-05 2.806466e-06
3940 2.978517e-05 2.537487e-06
4340 2.615784e-05 2.471955e-06
4740 2.576061e-05 2.499493e-06
5390 2.467792e-05 1.756597e-06
6290 2.438641e-05 1.997554e-06
7190 2.383050e-05 2.380540e-06
8090 1.888577e-05 2.987913e-06
8990 2.117366e-05 3.975149e-06
