1590 1.405425e-03 1.126345e-04
1690 1.071381e-03 8.828011e-05
1790 8.390407e-04 7.141190e-05
1890 5.542606e-04 5.505368e-05
1990 5.523135e-04 5.067116e-05
2090 3.865309e-04 4.020154e-05
2240 3.461083e-04 2.401419e-05
2440 2.220487e-04 1.747530e-05
2640 1.835786e-04 1.356737e-05
2840 1.572105e-04 1.158529e-05
3140 1.227334e-04 6.358453e-06
3540 1.001405e-04 5.211629e-06
3940 9.029394e-05 4.656833e-06
4340 8.657979e-05 4.404044e-06
4740 8.631621e-05 4.282228e-06
5390 7.738413e-05 2.822477e-06
6290 8.093245e-05 3.015012e-06
7190 7.415252e-05 3.271223e-06
8090 7.508858e-05 3.762478e-06
8990 7.866439e-05 4.578957e-06
