590 3.870681e-02 2.907193e-03
690 2.302460e-02 1.539240e-03
790 2.508209e-02 1.489925e-03
890 1.552843e-02 8.633163e-04
990 6.978855e-03 3.749270e-04
1090 6.503032e-03 3.296302e-04
1190 4.609840e-03 2.274102e-04
1290 2.603288e-03 1.276881e-04
1390 2.676448e-03 1.279785e-04
1490 1.883216e-03 8.776100e-05
1590 1.114007e-03 5.458319e-05
1690 9.280442e-04 4.003788e-05
1790 7.351294e-04 3.263098e-05
1890 4.507293e-04 2.122207e-05
1990 3.697390e-04 1.878432e-05
2090 3.276777e-04 1.503010e-05
2240 1.905457e-04 6.964936e-06
2440 1.150196e-04 4.889147e-06
2640 6.558717e-05 3.674584e-06
2840 4.507768e-05 3.130580e-06
3140 2.806170e-05 1.727264e-06
3540 1.611417e-05 1.570285e-06
3940 1.335287e-05 1.521593e-06
4340 1.164401e-05 1.527911e-06
4740 1.015168e-05 1.567345e-06
5390 9.854400e-06 1.174854e-06
6290 9.535870e-06 1.404451e-06
7190 9.820178e-06 1.800864e-06
8090 1.164066e-05 2.400893e-06
8990 6.808431e-06 3.457242e-06
