590 3.895567e-02 2.856641e-03
690 2.288443e-02 1.512928e-03
790 2.518382e-02 1.469734e-03
890 1.547928e-02 8.546504e-04
990 6.889459e-03 3.715723e-04
1090 6.417735e-03 3.260145e-04
1190 4.632321e-03 2.252012e-04
1290 2.601459e-03 1.261629e-04
1390 2.697091e-03 1.266152e-04
1490 1.900567e-03 8.702472e-05
1590 1.138023e-03 5.370282e-05
1690 9.155692e-04 3.943345e-05
1790 7.319045e-04 3.201558e-05
1890 4.514649e-04 2.053452e-05
1990 3.778968e-04 1.815337e-05
2090 3.251912e-04 1.451734e-05
2240 1.884262e-04 6.581807e-06
2440 1.158160e-04 4.491698e-06
2640 6.757078e-05 3.269391e-06
2840 4.810053e-05 2.714450e-06
3140 2.790875e-05 1.428976e-06
3540 1.726507e-05 1.264735e-06
3940 1.372463e-05 1.211543e-06
4340 1.217827e-05 1.194642e-06
4740 1.015301e-05 1.215412e-06
5390 1.097836e-05 9.141746e-07
6290 9.434697e-06 1.076233e-06
7190 1.018574e-05 1.378021e-06
8090 1.115036e-05 1.828870e-06
8990 9.002011e-06 2.620843e-06
