1590 1.444692e-03 1.844506e-04
1690 1.084417e-03 1.392190e-04
1790 7.452883e-04 1.145726e-04
1890 6.517872e-04 9.216781e-05
1990 4.686512e-04 8.032106e-05
2090 4.877196e-04 6.641212e-05
2240 3.014757e-04 3.970192e-05
2440 2.454935e-04 2.988560e-05
2640 1.997337e-04 2.343575e-05
2840 1.155499e-04 1.967042e-05
3140 1.203706e-04 1.037515e-05
3540 1.106391e-04 8.156485e-06
3940 9.137373e-05 7.107128e-06
4340 7.977221e-05 6.643833e-06
4740 8.187566e-05 6.471861e-06
5390 7.612940e-05 4.258017e-06
6290 7.370991e-05 4.599654e-06
7190 7.373666e-05 5.097112e-06
8090 7.042214e-05 5.939814e-06
8990 7.488780e-05 7.278535e-06
