1590 1.130173e-03 5.794137e-05
1690 8.759629e-04 4.170270e-05
1790 7.395628e-04 3.330886e-05
1890 4.739944e-04 2.496347e-05
1990 4.253686e-04 2.163140e-05
2090 3.261588e-04 1.669731e-05
2240 2.199986e-04 9.012956e-06
2440 1.397171e-04 6.526709e-06
2640 8.828196e-05 4.896799e-06
2840 6.834992e-05 4.257663e-06
3140 4.826568e-05 2.354042e-06
3540 3.413037e-05 1.987168e-06
3940 2.722275e-05 1.806831e-06
4340 2.853984e-05 1.766677e-06
4740 2.802426e-05 1.779844e-06
5390 2.483698e-05 1.249767e-06
6290 2.420297e-05 1.409291e-06
7190 2.041722e-05 1.656712e-06
8090 2.073326e-05 2.066390e-06
8990 1.950691e-05 2.736657e-06
