1590 1.428277e-03 9.304382e-05
1690 1.011641e-03 7.121264e-05
1790 8.026041e-04 5.673160e-05
1890 5.951047e-04 4.217078e-05
1990 5.483176e-04 3.893524e-05
2090 4.260465e-04 2.996174e-05
2240 3.326148e-04 1.817475e-05
2440 2.320482e-04 1.288437e-05
2640 1.762723e-04 1.008632e-05
2840 1.513472e-04 8.518362e-06
3140 1.182743e-04 4.622873e-06
3540 1.010636e-04 3.725161e-06
3940 8.807725e-05 3.304437e-06
4340 8.473506e-05 3.124577e-06
4740 8.493845e-05 3.069986e-06
5390 7.876842e-05 2.143810e-06
6290 7.859781e-05 2.421380e-06
7190 7.256646e-05 2.641503e-06
8090 7.267446e-05 3.119267e-06
8990 7.077586e-05 3.881766e-06
