590 3.965520e-02 3.435763e-03
690 2.403168e-02 1.814367e-03
790 2.485817e-02 1.663259e-03
890 1.570793e-02 9.610859e-04
990 7.313785e-03 4.327409e-04
1090 6.825398e-03 3.761476e-04
1190 4.520283e-03 2.622573e-04
1290 2.585766e-03 1.535953e-04
1390 2.738280e-03 1.488051e-04
1490 1.858203e-03 1.034908e-04
1590 1.081250e-03 6.801520e-05
1690 9.831485e-04 5.092418e-05
1790 7.162560e-04 4.274902e-05
1890 4.887804e-04 2.942880e-05
1990 3.554141e-04 2.642085e-05
2090 3.255542e-04 2.160353e-05
2240 1.919310e-04 1.095824e-05
2440 1.292917e-04 8.118553e-06
2640 6.535926e-05 6.455641e-06
2840 4.920951e-05 5.636213e-06
3140 3.122233e-05 3.198289e-06
3540 1.751677e-05 2.934750e-06
3940 1.110442e-05 2.824360e-06
4340 1.588522e-05 2.835151e-06
4740 1.115947e-05 2.959552e-06
5390 1.352077e-05 2.208334e-06
6290 1.158953e-05 2.652001e-06
7190 1.107603e-05 3.409477e-06
8090 1.045921e-05 4.559439e-06
8990 1.380086e-05 6.575272e-06
