6.750000000000000000e+02 1.786172000000000025e+03 6.685325000000000273e+01
7.250000000000000000e+02 1.939298000000000002e+03 6.685325000000000273e+01
7.750000000000000000e+02 2.426356000000000222e+03 6.685325000000000273e+01
8.250000000000000000e+02 2.577068000000000211e+03 6.685325000000000273e+01
8.750000000000000000e+02 2.162306000000000040e+03 6.685325000000000273e+01
9.250000000000000000e+02 1.588803000000000111e+03 6.685325000000000273e+01
9.750000000000000000e+02 1.144298000000000002e+03 6.685325000000000273e+01
1.025000000000000000e+03 1.067990999999999985e+03 6.685325000000000273e+01
1.075000000000000000e+03 1.215739000000000033e+03 6.685325000000000273e+01
1.125000000000000000e+03 1.193834000000000060e+03 6.685325000000000273e+01
1.175000000000000000e+03 1.141059999999999945e+03 6.685325000000000273e+01
1.225000000000000000e+03 9.247548000000000457e+02 6.685325000000000273e+01
1.275000000000000000e+03 7.716657000000000153e+02 6.685325000000000273e+01
1.325000000000000000e+03 7.230958000000000538e+02 6.685325000000000273e+01
1.375000000000000000e+03 7.545910999999999831e+02 6.685325000000000273e+01
1.425000000000000000e+03 8.473374000000000024e+02 6.685325000000000273e+01
1.475000000000000000e+03 7.186536999999999580e+02 6.685325000000000273e+01
1.525000000000000000e+03 6.249940000000000282e+02 6.685325000000000273e+01
1.575000000000000000e+03 4.681143000000000143e+02 6.685325000000000273e+01
1.625000000000000000e+03 3.956607000000000198e+02 6.685325000000000273e+01
1.675000000000000000e+03 3.907174999999999727e+02 6.685325000000000273e+01
1.725000000000000000e+03 3.966313999999999851e+02 6.685325000000000273e+01
1.775000000000000000e+03 3.907311000000000263e+02 6.685325000000000273e+01
1.825000000000000000e+03 3.367404000000000224e+02 6.685325000000000273e+01
1.875000000000000000e+03 2.760994999999999777e+02 6.685325000000000273e+01
1.925000000000000000e+03 2.382255999999999858e+02 6.685325000000000273e+01
1.975000000000000000e+03 2.427527000000000044e+02 6.685325000000000273e+01
2.025000000000000000e+03 2.457786000000000115e+02 6.685325000000000273e+01
2.075000000000000000e+03 2.299462000000000046e+02 6.685325000000000273e+01
2.125000000000000000e+03 1.941699999999999875e+02 6.685325000000000273e+01
2.175000000000000000e+03 1.705597999999999956e+02 6.685325000000000273e+01
2.225000000000000000e+03 1.405483000000000118e+02 6.685325000000000273e+01
2.275000000000000000e+03 1.349960000000000093e+02 6.685325000000000273e+01
2.325000000000000000e+03 1.282513999999999896e+02 6.685325000000000273e+01
2.375000000000000000e+03 1.247995999999999981e+02 6.685325000000000273e+01
2.425000000000000000e+03 1.158370000000000033e+02 6.685325000000000273e+01
2.475000000000000000e+03 1.007053999999999974e+02 6.685325000000000273e+01
2.525000000000000000e+03 9.670257999999999754e+01 6.685325000000000273e+01
2.575000000000000000e+03 8.325798000000000343e+01 6.685325000000000273e+01
2.625000000000000000e+03 8.570896000000000470e+01 6.685325000000000273e+01
2.675000000000000000e+03 8.386684999999999945e+01 6.685325000000000273e+01
2.725000000000000000e+03 7.635455000000000325e+01 6.685325000000000273e+01
2.775000000000000000e+03 7.165426999999999680e+01 6.685325000000000273e+01
2.825000000000000000e+03 6.290059999999999718e+01 6.685325000000000273e+01
2.875000000000000000e+03 5.761910999999999916e+01 6.685325000000000273e+01
2.925000000000000000e+03 5.763069999999999737e+01 6.685325000000000273e+01
2.975000000000000000e+03 5.662964000000000198e+01 6.685325000000000273e+01
