   5.703623E+03   1.771963E+03   3.073667E+03   3.081386E+03   2.618258E+03   1.944143E+03   1.375426E+03   1.282833E+03   1.459149E+03   1.431569E+03   1.367176E+03   1.107207E+03   9.232673E+02   8.645706E+02   9.016714E+02   1.011931E+03   8.577748E+02   7.455723E+02   5.581275E+02   4.714976E+02   4.653929E+02   4.722477E+02   4.650252E+02   4.005896E+02   3.283159E+02   2.831735E+02   2.884435E+02   2.919228E+02   2.730105E+02   2.304447E+02   2.023530E+02   1.666958E+02   1.600630E+02   1.520227E+02   1.478892E+02   1.372299E+02   1.192721E+02   1.145026E+02   9.855913E+01   1.014364E+02   9.923467E+01   9.032813E+01   8.475238E+01   7.438634E+01   6.813020E+01   6.813463E+01   6.694257E+01
   1.771963E+03   7.012344E+03   2.534552E+03   3.542679E+03   2.810365E+03   2.092555E+03   1.526003E+03   1.397668E+03   1.590606E+03   1.561481E+03   1.492053E+03   1.208922E+03   1.008556E+03   9.448646E+02   9.858178E+02   1.106780E+03   9.385227E+02   8.160592E+02   6.111121E+02   5.164372E+02   5.099076E+02   5.175571E+02   5.097864E+02   4.392800E+02   3.601248E+02   3.106865E+02   3.165503E+02   3.204541E+02   2.997724E+02   2.530999E+02   2.222985E+02   1.831646E+02   1.759115E+02   1.671071E+02   1.625943E+02   1.509035E+02   1.311797E+02   1.259552E+02   1.084349E+02   1.116183E+02   1.092115E+02   9.942260E+01   9.329674E+01   8.189469E+01   7.501465E+01   7.502638E+01   7.372006E+01
   3.073667E+03   2.534552E+03   8.502799E+03   3.569692E+03   3.681680E+03   2.593227E+03   1.888864E+03   1.780442E+03   1.997707E+03   1.962264E+03   1.876006E+03   1.520741E+03   1.269283E+03   1.189661E+03   1.241737E+03   1.394623E+03   1.183053E+03   1.029071E+03   7.709138E+02   6.517188E+02   6.436895E+02   6.535364E+02   6.439211E+02   5.550408E+02   4.551625E+02   3.927865E+02   4.003142E+02   4.053699E+02   3.793183E+02   3.203536E+02   2.814415E+02   2.319508E+02   2.228175E+02   2.117133E+02   2.060420E+02   1.912697E+02   1.663053E+02   1.597143E+02   1.375259E+02   1.415916E+02   1.385643E+02   1.261661E+02   1.184117E+02   1.039562E+02   9.523611E+01   9.526327E+01   9.361588E+01
   3.081386E+03   3.542679E+03   3.569692E+03   9.163194E+03   3.249038E+03   2.874456E+03   1.989529E+03   1.878098E+03   2.157160E+03   2.092899E+03   2.001927E+03   1.623578E+03   1.355737E+03   1.271263E+03   1.327459E+03   1.491461E+03   1.265684E+03   1.101374E+03   8.253952E+02   6.980417E+02   6.896807E+02   7.004507E+02   6.903711E+02   5.952823E+02   4.883202E+02   4.215288E+02   4.297415E+02   4.353078E+02   4.074616E+02   3.442308E+02   3.025063E+02   2.493776E+02   2.396209E+02   2.277385E+02   2.216950E+02   2.058527E+02   1.790290E+02   1.719745E+02   1.481179E+02   1.525330E+02   1.493053E+02   1.359748E+02   1.276433E+02   1.120823E+02   1.026989E+02   1.027451E+02   1.009839E+02
   2.618258E+03   2.810365E+03   3.681680E+03   3.249038E+03   6.070454E+03   2.033075E+03   1.741563E+03   1.564038E+03   1.799720E+03   1.784745E+03   1.686700E+03   1.368518E+03   1.143240E+03   1.072453E+03   1.120298E+03   1.259168E+03   1.068955E+03   9.305387E+02   6.976303E+02   5.902107E+02   5.833446E+02   5.926458E+02   5.843131E+02   5.040068E+02   4.135840E+02   3.571304E+02   3.642089E+02   3.690512E+02   3.455585E+02   2.920300E+02   2.567114E+02   2.116856E+02   2.034621E+02   1.934290E+02   1.883497E+02   1.749392E+02   1.521853E+02   1.462278E+02   1.259768E+02   1.297670E+02   1.270537E+02   1.157383E+02   1.086727E+02   9.544654E+01   8.747489E+01   8.753186E+01   8.604737E+01
   1.944143E+03   2.092555E+03   2.593227E+03   2.874456E+03   2.033075E+03   3.242309E+03   1.073275E+03   1.197006E+03   1.314026E+03   1.304531E+03   1.260294E+03   1.009563E+03   8.437046E+02   7.917692E+02   8.273991E+02   9.302930E+02   7.900491E+02   6.880061E+02   5.159942E+02   4.367035E+02   4.317748E+02   4.388056E+02   4.327844E+02   3.734354E+02   3.065445E+02   2.647924E+02   2.701352E+02   2.738244E+02   2.564832E+02   2.168269E+02   1.906649E+02   1.572707E+02   1.512082E+02   1.437982E+02   1.400659E+02   1.301328E+02   1.132409E+02   1.088405E+02   9.379541E+01   9.664646E+01   9.465313E+01   8.624727E+01   8.100421E+01   7.116474E+01   6.523763E+01   6.529557E+01   6.420211E+01
   1.375426E+03   1.526003E+03   1.888864E+03   1.989529E+03   1.741563E+03   1.073275E+03   1.772451E+03   7.205106E+02   9.844317E+02   9.333486E+02   9.030130E+02   7.395597E+02   6.101822E+02   5.728348E+02   5.988278E+02   6.735303E+02   5.721982E+02   4.984758E+02   3.739855E+02   3.166312E+02   3.131658E+02   3.183703E+02   3.141079E+02   2.711274E+02   2.226387E+02   1.923800E+02   1.963297E+02   1.990812E+02   1.865378E+02   1.577495E+02   1.387598E+02   1.144908E+02   1.101115E+02   1.047490E+02   1.020620E+02   9.485262E+01   8.256504E+01   7.938036E+01   6.842800E+01   7.052914E+01   6.909444E+01   6.297586E+01   5.916373E+01   5.199128E+01   4.767318E+01   4.772685E+01   4.693779E+01
   1.282833E+03   1.397668E+03   1.780442E+03   1.878098E+03   1.564038E+03   1.197006E+03   7.205106E+02   1.520050E+03   7.810156E+02   9.071553E+02   8.367487E+02   6.865691E+02   5.786294E+02   5.369273E+02   5.614865E+02   6.317439E+02   5.368854E+02   4.678807E+02   3.511566E+02   2.974088E+02   2.942540E+02   2.992417E+02   2.953341E+02   2.550096E+02   2.094745E+02   1.810659E+02   1.848467E+02   1.875028E+02   1.757490E+02   1.486753E+02   1.308191E+02   1.079711E+02   1.038731E+02   9.884593E+01   9.634019E+01   8.956184E+01   7.798292E+01   7.499726E+01   6.466894E+01   6.667460E+01   6.533717E+01   5.956787E+01   5.597741E+01   4.920459E+01   4.512944E+01   4.519099E+01   4.445353E+01
   1.459149E+03   1.590606E+03   1.997707E+03   2.157160E+03   1.799720E+03   1.314026E+03   9.844317E+02   7.810156E+02   1.830845E+03   8.840801E+02   9.923387E+02   7.773389E+02   6.560694E+02   6.212780E+02   6.424503E+02   7.231004E+02   6.147541E+02   5.359474E+02   4.023965E+02   3.409359E+02   3.374420E+02   3.432803E+02   3.389177E+02   2.927485E+02   2.405607E+02   2.080098E+02   2.124295E+02   2.155607E+02   2.021204E+02   1.710443E+02   1.505514E+02   1.242956E+02   1.196163E+02   1.138646E+02   1.110136E+02   1.032349E+02   8.991599E+01   8.649985E+01   7.461029E+01   7.694796E+01   7.542678E+01   6.878613E+01   6.465814E+01   5.685068E+01   5.215573E+01   5.223944E+01   5.139829E+01
   1.431569E+03   1.561481E+03   1.962264E+03   2.092899E+03   1.784745E+03   1.304531E+03   9.333486E+02   9.071553E+02   8.840801E+02   1.833046E+03   8.235924E+02   7.949567E+02   6.418554E+02   6.086333E+02   6.412807E+02   7.143530E+02   6.075592E+02   5.298918E+02   3.980123E+02   3.373585E+02   3.340297E+02   3.399326E+02   3.357377E+02   2.901126E+02   2.384842E+02   2.062902E+02   2.107523E+02   2.139401E+02   2.006759E+02   1.698843E+02   1.495819E+02   1.235349E+02   1.189235E+02   1.132434E+02   1.104443E+02   1.027383E+02   8.951172E+01   8.613779E+01   7.432129E+01   7.667404E+01   7.518100E+01   6.858185E+01   6.448444E+01   5.671374E+01   5.204366E+01   5.213982E+01   5.131169E+01
