2073    207.2    9.8
2274    131.7    7.1
2479     97.7    6.3
2685     80.7    6.3
2883     59.5    5.6
3190     39.3    4.5
3594     22.4    5.5
3996     38.3    6.6
4400     23.3    8.2
4803     42.0   10.7
5406     53.6   10.8
6209     51.9   17.0
7012     40.0   26.3
7917    122.5   39.9
8924    109.3   79.8
