2073    226.0    7.1
2274    148.6    4.8
2479    112.8    3.9
2685     97.4    3.5
2883     78.6    3.2
3190     69.2    2.4
3594     64.8    2.4
3996     72.4    2.8
4400     77.6    3.2
4803     94.5    4.0
5406    111.4    4.2
6209    139.3    5.4
7012    169.9    7.4
7917    211.2    9.6
8924    282.0   15.6
