2073    285.2   14.3
2274    203.0   11.3
2479    188.3   10.8
2685    171.7   10.5
2883    175.6   10.5
3190    171.2    9.1
3594    179.8   10.3
3996    208.2   12.4
4400    224.0   13.9
4803    273.3   17.0
5406    341.8   18.3
6209    422.0   23.3
7012    455.1   27.9
7917    614.0   39.8
8924    792.5   62.1
