2073    207.6    5.8
2274    129.6    3.8
2479     94.0    3.1
2685     72.1    2.5
2883     49.9    2.1
3190     37.9    1.6
3594     22.9    1.6
3996     25.0    1.9
4400     25.5    2.2
4803     24.1    2.9
5406     31.4    3.2
6209     38.5    4.9
7012     48.1    7.8
7917     57.0   13.1
8924     83.9   24.4
