2073    217.4    9.1
2274    138.4    6.4
2479    107.5    5.8
2685     75.1    5.7
2883     51.9    4.5
3190     47.5    4.3
3594     32.8    5.3
3996     35.5    6.3
4400     37.2    8.9
4803     14.8   12.1
5406     31.3   13.4
6209     38.6   22.4
7012     26.8   41.7
7917    -16.3   78.3
8924     34.7  156.0
