590 4.225621e-02 2.912478e-03
690 2.300658e-02 1.414151e-03
790 2.291021e-02 1.267218e-03
890 1.511571e-02 8.092273e-04
990 7.645790e-03 3.878073e-04
1090 6.111511e-03 3.057100e-04
1190 4.543309e-03 2.139828e-04
1290 2.922703e-03 1.417943e-04
1390 2.591950e-03 1.170395e-04
1490 1.866321e-03 8.331081e-05
1590 1.216927e-03 5.780981e-05
1690 8.086209e-04 4.032309e-05
1790 7.086788e-04 3.346253e-05
1890 4.656880e-04 2.426547e-05
1990 3.510882e-04 1.947174e-05
2090 3.154166e-04 1.743552e-05
2240 1.761731e-04 8.261119e-06
2440 1.078308e-04 5.665989e-06
2640 6.445738e-05 4.219755e-06
2840 4.999238e-05 3.495474e-06
3140 2.718334e-05 1.883252e-06
3540 1.836254e-05 1.491798e-06
3940 1.553017e-05 1.457115e-06
4340 1.029422e-05 1.353569e-06
4740 1.047229e-05 1.385092e-06
5390 1.040739e-05 9.909464e-07
6290 8.972225e-06 1.176605e-06
7190 8.961138e-06 1.518679e-06
8090 1.361004e-05 2.013922e-06
8990 1.128689e-05 2.822652e-06
