1590 1.281566e-03 1.012000e-04
1690 8.271259e-04 7.759342e-05
1790 7.301167e-04 6.365461e-05
1890 5.838402e-04 4.781431e-05
1990 3.638289e-04 4.106968e-05
2090 3.196620e-04 3.664829e-05
2240 1.946386e-04 1.936647e-05
2440 1.425101e-04 1.443297e-05
2640 6.540730e-05 1.148966e-05
2840 6.320124e-05 9.195589e-06
3140 4.261193e-05 4.950420e-06
3540 3.528531e-05 3.909848e-06
3940 2.255308e-05 3.524041e-06
4340 2.633986e-05 3.248759e-06
4740 2.623477e-05 3.283524e-06
5390 2.476116e-05 2.231262e-06
6290 1.856930e-05 2.491168e-06
7190 2.317478e-05 2.874185e-06
8090 2.154315e-05 3.624277e-06
8990 2.637866e-05 4.668332e-06
