590 4.327335e-02 2.995060e-03
690 2.261218e-02 1.465337e-03
790 2.336013e-02 1.295968e-03
890 1.532555e-02 8.307785e-04
990 7.745151e-03 4.026927e-04
1090 6.264982e-03 3.157457e-04
1190 4.613909e-03 2.218455e-04
1290 3.045809e-03 1.479945e-04
1390 2.565299e-03 1.226198e-04
1490 1.874872e-03 8.799535e-05
1590 1.232368e-03 6.234048e-05
1690 8.198664e-04 4.378233e-05
1790 6.838430e-04 3.694989e-05
1890 4.434531e-04 2.746076e-05
1990 3.458547e-04 2.237745e-05
2090 3.137827e-04 2.016554e-05
2240 1.772004e-04 1.018674e-05
2440 1.008991e-04 7.547692e-06
2640 5.960567e-05 6.049032e-06
2840 4.885774e-05 5.146959e-06
3140 2.737644e-05 3.079731e-06
3540 1.378347e-05 2.714311e-06
3940 1.704525e-05 2.652434e-06
4340 9.203606e-06 2.628156e-06
4740 9.596749e-06 2.734952e-06
5390 8.074919e-06 2.029720e-06
6290 8.038303e-06 2.454038e-06
7190 1.310833e-05 3.103964e-06
8090 1.516047e-05 4.155779e-06
8990 1.329329e-05 5.886896e-06
