241.0 340.0 290.5
341.0 440.0 390.5
441.0 540.0 490.5
541.0 640.0 590.5
641.0 740.0 690.5
741.0 840.0 790.5
841.0 940.0 890.5
941.0 1040.0 990.5
1041.0 1140.0 1090.5
1141.0 1240.0 1190.5
1241.0 1340.0 1290.5
1341.0 1440.0 1390.5
1441.0 1540.0 1490.5
1541.0 1640.0 1590.5
1641.0 1740.0 1690.5
1741.0 1840.0 1790.5
1841.0 1940.0 1890.5
1941.0 2040.0 1990.5
2041.0 2140.0 2090.5
2141.0 2340.0 2240.5
2341.0 2540.0 2440.5
2541.0 2740.0 2640.5
2741.0 2940.0 2840.5
2941.0 3340.0 3140.5
3341.0 3740.0 3540.5
3741.0 4140.0 3940.5
4141.0 4540.0 4340.5
4541.0 4940.0 4740.5
4941.0 5840.0 5390.5
5841.0 6740.0 6290.5
6741.0 7640.0 7190.5
7641.0 8540.0 8090.5
8541.0 9440.0 8990.5
