1590 1.393264e-03 3.937329e-04
1690 6.100643e-04 3.504534e-04
1790 8.755418e-04 2.809178e-04
1890 7.868959e-04 2.252127e-04
1990 6.109168e-04 1.993054e-04
2090 5.016516e-04 1.725012e-04
2240 1.991316e-04 9.760779e-05
2440 2.040709e-04 7.823714e-05
2640 5.394308e-05 6.604273e-05
2840 1.448393e-04 5.327384e-05
3140 1.467493e-04 2.572883e-05
3540 1.021746e-04 1.839238e-05
3940 7.682056e-05 1.428527e-05
4340 7.324789e-05 1.188375e-05
4740 6.399947e-05 1.053970e-05
5390 7.115535e-05 6.324296e-06
6290 6.982140e-05 6.237723e-06
7190 5.850487e-05 6.682661e-06
8090 6.592683e-05 7.714577e-06
8990 5.899373e-05 9.160784e-06
