1590 1.309101e-03 1.429957e-04
1690 1.123564e-03 1.208255e-04
1790 8.191211e-04 9.755665e-05
1890 5.616558e-04 8.386099e-05
1990 4.824528e-04 7.275307e-05
2090 3.868561e-04 6.392576e-05
2240 2.633594e-04 3.768385e-05
2440 2.170662e-04 3.138866e-05
2640 1.521184e-04 2.559276e-05
2840 1.416589e-04 2.091294e-05
3140 8.219992e-05 1.103734e-05
3540 8.297012e-05 8.419567e-06
3940 9.452862e-05 7.247565e-06
4340 7.797826e-05 6.528979e-06
4740 7.883985e-05 6.139914e-06
5390 7.678026e-05 4.105277e-06
6290 7.789753e-05 4.415419e-06
7190 6.528132e-05 4.998108e-06
8090 7.479002e-05 5.962291e-06
8990 8.099413e-05 7.424491e-06
