590 4.000948e-02 5.607152e-03
690 2.033658e-02 2.692815e-03
790 2.626545e-02 2.355631e-03
890 1.426588e-02 1.517879e-03
990 6.114262e-03 7.364550e-04
1090 6.022308e-03 5.703471e-04
1190 4.735667e-03 3.984604e-04
1290 2.719718e-03 2.783747e-04
1390 2.737929e-03 2.299812e-04
1490 1.883555e-03 1.605632e-04
1590 1.300102e-03 1.127289e-04
1690 7.403494e-04 8.409996e-05
1790 6.328422e-04 7.017307e-05
1890 5.578496e-04 5.602588e-05
1990 3.811056e-04 4.436356e-05
2090 3.588113e-04 3.949678e-05
2240 1.860139e-04 2.069213e-05
2440 1.199447e-04 1.526194e-05
2640 6.246902e-05 1.178279e-05
2840 4.945269e-05 9.669787e-06
3140 3.377247e-05 5.233139e-06
3540 1.619515e-05 4.212424e-06
3940 1.497639e-05 3.843567e-06
4340 1.294357e-05 3.627653e-06
4740 1.084901e-05 3.672202e-06
5390 1.399187e-05 2.611241e-06
6290 9.832401e-06 3.079679e-06
7190 1.466711e-06 3.928277e-06
8090 1.668486e-05 5.221247e-06
8990 5.832015e-06 7.413275e-06
