1590 1.327796e-03 1.179325e-04
1690 1.081007e-03 1.010946e-04
1790 8.607375e-04 7.887796e-05
1890 5.992309e-04 6.391676e-05
1990 4.724399e-04 5.608433e-05
2090 3.714300e-04 4.842604e-05
2240 2.610428e-04 2.738224e-05
2440 1.905201e-04 2.240428e-05
2640 1.622908e-04 1.750304e-05
2840 1.424578e-04 1.458518e-05
3140 9.486050e-05 7.270301e-06
3540 8.155460e-05 5.584744e-06
3940 8.636305e-05 4.904529e-06
4340 7.950847e-05 4.260024e-06
4740 7.291651e-05 4.062344e-06
5390 7.283308e-05 2.857264e-06
6290 6.963046e-05 3.112036e-06
7190 6.010893e-05 3.301856e-06
8090 6.831076e-05 4.080616e-06
8990 6.047286e-05 5.085435e-06
