1590 1.223550e-03 3.883734e-04
1690 7.928000e-04 3.261440e-04
1790 8.263577e-04 2.823869e-04
1890 1.765242e-04 2.480710e-04
1990 3.215375e-04 2.091171e-04
2090 1.474439e-04 1.821882e-04
2240 1.336420e-04 9.789988e-05
2440 1.123906e-04 7.756316e-05
2640 5.611917e-05 6.470546e-05
2840 6.264798e-05 5.044836e-05
3140 4.325877e-05 2.545818e-05
3540 1.420095e-05 1.808834e-05
3940 3.596109e-05 1.367128e-05
4340 2.850948e-05 1.172510e-05
4740 3.231300e-05 1.050920e-05
5390 2.185567e-05 6.457561e-06
6290 1.993585e-05 6.866150e-06
7190 1.494842e-05 7.893247e-06
8090 2.489094e-05 9.943718e-06
8990 1.121859e-05 1.272184e-05
